date,tenant_id,channel,parish,spend,impressions,clicks,conversions,revenue,roas
2026-02-21,bank-of-jamaica,Meta,Westmoreland,842.63,1106,21,0,2956.43,3.51
2026-02-21,bank-of-jamaica,Meta,Trelawny,2754.19,3616,70,1,9663.3,3.51
2026-02-21,bank-of-jamaica,Meta,St Elizabeth,2898.22,3805,74,1,10168.63,3.51
2026-02-22,bank-of-jamaica,Meta,Kingston,6556.31,10102,196,3,23907.15,3.65
2026-02-22,bank-of-jamaica,Meta,St Andrew,3405.42,5247,101,1,12417.63,3.65
2026-02-22,bank-of-jamaica,Meta,St Catherine,10388.26,16007,310,6,37880.1,3.65
2026-02-22,bank-of-jamaica,Meta,Clarendon,3914.28,6031,117,2,14273.16,3.65
2026-02-22,bank-of-jamaica,Meta,Manchester,8146.26,12552,243,4,29704.82,3.65
2026-02-22,bank-of-jamaica,Meta,St Ann,28385.3,43738,848,16,103505.14,3.65
2026-02-22,bank-of-jamaica,Meta,St Mary,1033.45,1592,30,0,3768.43,3.65
2026-02-22,bank-of-jamaica,Meta,Portland,5904.54,9098,176,3,21530.53,3.65
2026-02-22,bank-of-jamaica,Meta,St Thomas,1633.01,2516,48,0,5954.65,3.65
2026-02-22,bank-of-jamaica,Meta,St James,2067.68,3186,61,1,7539.67,3.65
2026-02-22,bank-of-jamaica,Meta,Hanover,3812.65,5874,114,2,13902.56,3.65
2026-02-22,bank-of-jamaica,Meta,Westmoreland,9910.61,15271,296,5,36138.4,3.65
2026-02-22,bank-of-jamaica,Meta,Trelawny,380.0,585,11,0,1385.64,3.65
2026-02-22,bank-of-jamaica,Meta,St Elizabeth,2653.06,4088,79,1,9674.2,3.65
2026-02-23,bank-of-jamaica,Meta,Kingston,10360.24,16138,309,6,44110.85,4.26
2026-02-23,bank-of-jamaica,Meta,St Andrew,12916.98,20121,385,8,54996.69,4.26
2026-02-23,bank-of-jamaica,Meta,St Catherine,2585.36,4027,77,1,11007.68,4.26
2026-02-23,bank-of-jamaica,Meta,Clarendon,13061.48,20346,389,8,55611.93,4.26
2026-02-23,bank-of-jamaica,Meta,Manchester,4376.25,6817,130,2,18632.76,4.26
2026-02-23,bank-of-jamaica,Meta,St Ann,1115.45,1737,33,0,4749.26,4.26
2026-02-23,bank-of-jamaica,Meta,St Mary,3524.34,5490,105,2,15005.6,4.26
2026-02-23,bank-of-jamaica,Meta,Portland,4116.0,6411,122,2,17524.7,4.26
2026-02-23,bank-of-jamaica,Meta,St Thomas,2354.64,3667,70,1,10025.37,4.26
2026-02-23,bank-of-jamaica,Meta,St James,3394.07,5287,101,2,14450.95,4.26
2026-02-23,bank-of-jamaica,Meta,Hanover,4230.46,6589,126,2,18012.03,4.26
2026-02-23,bank-of-jamaica,Meta,Westmoreland,14156.38,22052,422,9,60273.72,4.26
2026-02-23,bank-of-jamaica,Meta,Trelawny,10702.27,16671,319,7,45567.11,4.26
2026-02-23,bank-of-jamaica,Meta,St Elizabeth,461.17,718,13,0,1963.53,4.26
2026-02-24,bank-of-jamaica,Meta,Kingston,11129.94,14845,272,6,42430.38,3.81
2026-02-24,bank-of-jamaica,Meta,St Andrew,9734.76,12984,238,5,37111.57,3.81
2026-02-24,bank-of-jamaica,Meta,St Catherine,1450.2,1934,35,0,5528.56,3.81
2026-02-24,bank-of-jamaica,Meta,Clarendon,1470.35,1961,36,0,5605.39,3.81
2026-02-24,bank-of-jamaica,Meta,Manchester,310.58,414,7,0,1184.01,3.81
2026-02-24,bank-of-jamaica,Meta,St Ann,4947.29,6598,121,2,18860.42,3.81
2026-02-24,bank-of-jamaica,Meta,St Mary,11129.98,14845,272,6,42430.56,3.81
2026-02-24,bank-of-jamaica,Meta,Portland,1959.96,2614,48,1,7471.91,3.81
2026-02-24,bank-of-jamaica,Meta,St Thomas,11152.16,14875,273,6,42515.09,3.81
2026-02-24,bank-of-jamaica,Meta,St James,1163.25,1551,28,0,4434.64,3.81
2026-02-24,bank-of-jamaica,Meta,Hanover,5251.3,7004,128,3,20019.42,3.81
2026-02-24,bank-of-jamaica,Meta,Westmoreland,11121.14,14833,272,6,42396.85,3.81
2026-02-24,bank-of-jamaica,Meta,Trelawny,246.1,328,6,0,938.19,3.81
2026-02-24,bank-of-jamaica,Meta,St Elizabeth,16694.17,22267,409,10,63642.78,3.81
2026-02-25,bank-of-jamaica,Meta,Kingston,22655.64,33457,770,15,98897.3,4.37
2026-02-25,bank-of-jamaica,Meta,St Andrew,3630.65,5361,123,2,15848.68,4.37
2026-02-25,bank-of-jamaica,Meta,St Catherine,14810.66,21872,503,10,64652.08,4.37
2026-02-25,bank-of-jamaica,Meta,Clarendon,7421.16,10959,252,5,32395.17,4.37
2026-02-25,bank-of-jamaica,Meta,Manchester,9980.82,14739,339,6,43568.67,4.37
2026-02-25,bank-of-jamaica,Meta,St Ann,578.14,853,19,0,2523.7,4.37
2026-02-25,bank-of-jamaica,Meta,St Mary,2658.57,3926,90,1,11605.28,4.37
2026-02-25,bank-of-jamaica,Meta,Portland,3781.04,5583,128,2,16505.13,4.37
2026-02-25,bank-of-jamaica,Meta,St Thomas,50.75,74,1,0,221.52,4.36
2026-02-25,bank-of-jamaica,Meta,St James,15784.38,23310,537,10,68902.63,4.37
2026-02-25,bank-of-jamaica,Meta,Hanover,142.44,210,4,0,621.79,4.37
2026-02-25,bank-of-jamaica,Meta,Westmoreland,6023.32,8895,204,4,26293.26,4.37
2026-02-25,bank-of-jamaica,Meta,Trelawny,2234.03,3299,76,1,9752.07,4.37
2026-02-25,bank-of-jamaica,Meta,St Elizabeth,13119.72,19375,446,9,57270.74,4.37
2026-02-26,bank-of-jamaica,Meta,Kingston,15156.27,19992,448,11,73965.0,4.88
2026-02-26,bank-of-jamaica,Meta,St Andrew,10329.45,13625,305,8,50409.36,4.88
2026-02-26,bank-of-jamaica,Meta,St Catherine,9775.06,12894,289,7,47703.83,4.88
2026-02-26,bank-of-jamaica,Meta,Clarendon,3471.14,4578,102,2,16939.7,4.88
2026-02-26,bank-of-jamaica,Meta,Manchester,14790.33,19509,437,11,72179.17,4.88
2026-02-26,bank-of-jamaica,Meta,St Ann,3622.57,4778,107,2,17678.7,4.88
2026-02-26,bank-of-jamaica,Meta,St Mary,3952.59,5213,116,3,19289.25,4.88
2026-02-26,bank-of-jamaica,Meta,Portland,3169.01,4180,93,2,15465.27,4.88
2026-02-26,bank-of-jamaica,Meta,St Thomas,539.51,711,15,0,2632.89,4.88
2026-02-26,bank-of-jamaica,Meta,St James,10431.65,13760,308,8,50908.1,4.88
2026-02-26,bank-of-jamaica,Meta,Hanover,7750.04,10222,229,6,37821.45,4.88
2026-02-26,bank-of-jamaica,Meta,Westmoreland,4314.24,5690,127,3,21054.2,4.88
2026-02-26,bank-of-jamaica,Meta,Trelawny,0.23,0,0,0,1.12,4.87
2026-02-26,bank-of-jamaica,Meta,St Elizabeth,22624.93,29844,669,17,110413.29,4.88
2026-02-27,bank-of-jamaica,Meta,Kingston,4217.1,5698,108,2,15055.04,3.57
2026-02-27,bank-of-jamaica,Meta,St Andrew,10309.19,13930,265,5,36803.77,3.57
2026-02-27,bank-of-jamaica,Meta,St Catherine,2516.18,3399,64,1,8982.75,3.57
2026-02-27,bank-of-jamaica,Meta,Clarendon,3067.77,4145,78,1,10951.94,3.57
2026-02-27,bank-of-jamaica,Meta,Manchester,8126.34,10980,208,4,29011.02,3.57
2026-02-27,bank-of-jamaica,Meta,St Ann,0.21,0,0,0,0.76,3.62
2026-02-27,bank-of-jamaica,Meta,St Mary,8330.41,11256,214,4,29739.52,3.57
2026-02-27,bank-of-jamaica,Meta,Portland,1765.7,2385,45,0,6303.53,3.57
2026-02-27,bank-of-jamaica,Meta,St Thomas,2727.65,3685,70,1,9737.69,3.57
2026-02-27,bank-of-jamaica,Meta,St James,4073.73,5504,104,2,14543.2,3.57
2026-02-27,bank-of-jamaica,Meta,Hanover,65.89,89,1,0,235.22,3.57
2026-02-27,bank-of-jamaica,Meta,Westmoreland,1573.03,2125,40,0,5615.7,3.57
2026-02-27,bank-of-jamaica,Meta,Trelawny,1735.38,2344,44,0,6195.3,3.57
2026-02-27,bank-of-jamaica,Meta,St Elizabeth,604.62,816,15,0,2158.51,3.57
2025-11-30,bank-of-jamaica,YouTube,Kingston,3597.39,7748,88,0,6101.66,1.7
2025-11-30,bank-of-jamaica,YouTube,St Andrew,2741.65,5905,67,0,4650.23,1.7
2025-11-30,bank-of-jamaica,YouTube,St Catherine,627.04,1350,15,0,1063.54,1.7
2025-11-30,bank-of-jamaica,YouTube,Clarendon,4495.77,9683,110,1,7625.45,1.7
2025-11-30,bank-of-jamaica,YouTube,Manchester,20252.69,43623,498,5,34351.36,1.7
2025-11-30,bank-of-jamaica,YouTube,St Ann,7161.75,15426,176,1,12147.33,1.7
2025-11-30,bank-of-jamaica,YouTube,St Mary,1443.72,3109,35,0,2448.75,1.7
2025-11-30,bank-of-jamaica,YouTube,Portland,3979.41,8571,98,1,6749.63,1.7
2025-11-30,bank-of-jamaica,YouTube,St Thomas,1403.99,3024,34,0,2381.36,1.7
2025-11-30,bank-of-jamaica,YouTube,St James,1205.68,2596,29,0,2045.0,1.7
2025-11-30,bank-of-jamaica,YouTube,Hanover,1486.93,3202,36,0,2522.04,1.7
2025-11-30,bank-of-jamaica,YouTube,Westmoreland,8348.89,17983,205,2,14160.88,1.7
2025-11-30,bank-of-jamaica,YouTube,Trelawny,271.08,583,6,0,459.79,1.7
2025-11-30,bank-of-jamaica,YouTube,St Elizabeth,15694.58,33805,386,4,26620.18,1.7
2025-12-01,bank-of-jamaica,YouTube,Kingston,7544.99,17460,188,2,13941.21,1.85
2025-12-01,bank-of-jamaica,YouTube,St Andrew,11161.22,25828,279,3,20623.09,1.85
2025-12-01,bank-of-jamaica,YouTube,St Catherine,5891.15,13633,147,1,10885.35,1.85
2025-12-01,bank-of-jamaica,YouTube,Clarendon,3761.42,8704,94,1,6950.15,1.85
2025-12-01,bank-of-jamaica,YouTube,Manchester,3719.02,8606,92,1,6871.8,1.85
2025-12-01,bank-of-jamaica,YouTube,St Ann,10820.36,25040,270,3,19993.27,1.85
2025-12-01,bank-of-jamaica,YouTube,St Mary,6612.47,15302,165,2,12218.15,1.85
2025-12-01,bank-of-jamaica,YouTube,Portland,2329.94,5391,58,0,4305.13,1.85
2025-12-01,bank-of-jamaica,YouTube,St Thomas,6397.25,14804,159,1,11820.49,1.85
2025-12-01,bank-of-jamaica,YouTube,St James,2641.48,6112,66,0,4880.78,1.85
2025-12-01,bank-of-jamaica,YouTube,Hanover,1138.13,2633,28,0,2102.98,1.85
2025-12-01,bank-of-jamaica,YouTube,Westmoreland,2.07,4,0,0,3.83,1.85
2025-12-01,bank-of-jamaica,YouTube,Trelawny,618.69,1431,15,0,1143.17,1.85
2025-12-01,bank-of-jamaica,YouTube,St Elizabeth,5148.85,11915,128,1,9513.75,1.85
2025-12-02,bank-of-jamaica,YouTube,Kingston,2702.34,4424,54,0,1864.35,0.69
2025-12-02,bank-of-jamaica,YouTube,St Andrew,10363.17,16969,210,0,7149.56,0.69
2025-12-02,bank-of-jamaica,YouTube,St Catherine,6664.77,10913,135,0,4598.03,0.69
2025-12-02,bank-of-jamaica,YouTube,Clarendon,1116.85,1828,22,0,770.52,0.69
2025-12-02,bank-of-jamaica,YouTube,Manchester,1438.42,2355,29,0,992.36,0.69
2025-12-02,bank-of-jamaica,YouTube,St Ann,1899.06,3109,38,0,1310.16,0.69
2025-12-02,bank-of-jamaica,YouTube,St Mary,3169.44,5189,64,0,2186.6,0.69
2025-12-02,bank-of-jamaica,YouTube,Portland,549.2,899,11,0,378.89,0.69
2025-12-02,bank-of-jamaica,YouTube,St Thomas,3436.54,5627,69,0,2370.87,0.69
2025-12-02,bank-of-jamaica,YouTube,St James,1144.36,1873,23,0,789.5,0.69
2025-12-02,bank-of-jamaica,YouTube,Hanover,878.32,1438,17,0,605.95,0.69
2025-12-02,bank-of-jamaica,YouTube,Westmoreland,1631.59,2671,33,0,1125.63,0.69
2025-12-02,bank-of-jamaica,YouTube,Trelawny,161.04,263,3,0,111.1,0.69
2025-12-02,bank-of-jamaica,YouTube,St Elizabeth,8792.27,14396,178,0,6065.79,0.69
2025-12-03,bank-of-jamaica,YouTube,Kingston,32608.72,68332,782,10,62878.02,1.93
2025-12-03,bank-of-jamaica,YouTube,St Andrew,1951.53,4089,46,0,3763.05,1.93
2025-12-03,bank-of-jamaica,YouTube,St Catherine,21810.55,45704,523,6,42056.36,1.93
2025-12-03,bank-of-jamaica,YouTube,Clarendon,16900.98,35416,405,5,32589.44,1.93
2025-12-03,bank-of-jamaica,YouTube,Manchester,7357.85,15418,176,2,14187.84,1.93
2025-12-03,bank-of-jamaica,YouTube,St Ann,6328.41,13261,151,2,12202.81,1.93
2025-12-03,bank-of-jamaica,YouTube,St Mary,8965.72,18787,215,2,17288.21,1.93
2025-12-03,bank-of-jamaica,YouTube,Portland,858.31,1798,20,0,1655.05,1.93
2025-12-03,bank-of-jamaica,YouTube,St Thomas,95.27,199,2,0,183.71,1.93
2025-12-03,bank-of-jamaica,YouTube,St James,4564.17,9564,109,1,8800.89,1.93
2025-12-03,bank-of-jamaica,YouTube,Hanover,2887.69,6051,69,0,5568.2,1.93
2025-12-03,bank-of-jamaica,YouTube,Westmoreland,220.21,461,5,0,424.63,1.93
2025-12-03,bank-of-jamaica,YouTube,Trelawny,733.81,1537,17,0,1414.97,1.93
2025-12-03,bank-of-jamaica,YouTube,St Elizabeth,1979.04,4147,47,0,3816.11,1.93
2025-12-04,bank-of-jamaica,YouTube,Kingston,2234.53,5044,54,0,4341.55,1.94
2025-12-04,bank-of-jamaica,YouTube,St Andrew,10809.61,24401,264,3,21002.39,1.94
2025-12-04,bank-of-jamaica,YouTube,St Catherine,29781.39,67227,728,9,57863.36,1.94
2025-12-04,bank-of-jamaica,YouTube,Clarendon,5679.61,12820,138,1,11035.12,1.94
2025-12-04,bank-of-jamaica,YouTube,Manchester,8849.22,19975,216,2,17193.48,1.94
2025-12-04,bank-of-jamaica,YouTube,St Ann,8588.05,19386,210,2,16686.04,1.94
2025-12-04,bank-of-jamaica,YouTube,St Mary,4150.43,9369,101,1,8064.02,1.94
2025-12-04,bank-of-jamaica,YouTube,Portland,338.35,763,8,0,657.39,1.94
2025-12-04,bank-of-jamaica,YouTube,St Thomas,2508.99,5663,61,0,4874.81,1.94
2025-12-04,bank-of-jamaica,YouTube,St James,3598.41,8122,88,1,6991.49,1.94
2025-12-04,bank-of-jamaica,YouTube,Hanover,16193.34,36554,396,5,31462.65,1.94
2025-12-04,bank-of-jamaica,YouTube,Westmoreland,4401.59,9935,107,1,8552.01,1.94
2025-12-04,bank-of-jamaica,YouTube,Trelawny,2066.88,4665,50,0,4015.82,1.94
2025-12-04,bank-of-jamaica,YouTube,St Elizabeth,2380.27,5373,58,0,4624.72,1.94
2025-12-05,bank-of-jamaica,YouTube,Kingston,8245.68,19085,223,2,14238.18,1.73
2025-12-05,bank-of-jamaica,YouTube,St Andrew,16388.4,37932,443,4,28298.6,1.73
2025-12-05,bank-of-jamaica,YouTube,St Catherine,9356.25,21656,253,2,16155.86,1.73
2025-12-05,bank-of-jamaica,YouTube,Clarendon,14135.86,32718,382,4,24409.03,1.73
2025-12-05,bank-of-jamaica,YouTube,Manchester,1488.76,3445,40,0,2570.71,1.73
2025-12-05,bank-of-jamaica,YouTube,St Ann,9951.76,23034,269,2,17184.15,1.73
2025-12-05,bank-of-jamaica,YouTube,St Mary,13965.21,32323,377,3,24114.36,1.73
2025-12-05,bank-of-jamaica,YouTube,Portland,8203.04,18986,222,2,14164.56,1.73
2025-12-05,bank-of-jamaica,YouTube,St Thomas,5162.96,11950,139,1,8915.11,1.73
2025-12-05,bank-of-jamaica,YouTube,St James,5813.62,13456,157,1,10038.63,1.73
2025-12-05,bank-of-jamaica,YouTube,Hanover,5172.83,11973,140,1,8932.17,1.73
2025-12-05,bank-of-jamaica,YouTube,Westmoreland,4899.93,11341,132,1,8460.94,1.73
2025-12-05,bank-of-jamaica,YouTube,Trelawny,7188.62,16638,194,2,12412.92,1.73
2025-12-05,bank-of-jamaica,YouTube,St Elizabeth,2119.04,4904,57,0,3659.05,1.73
2025-12-06,bank-of-jamaica,YouTube,Kingston,17343.82,39039,459,5,33687.26,1.94
2025-12-06,bank-of-jamaica,YouTube,St Andrew,17393.68,39151,460,5,33784.1,1.94
2025-12-06,bank-of-jamaica,YouTube,St Catherine,20990.02,47246,556,6,40769.35,1.94
2025-12-06,bank-of-jamaica,YouTube,Clarendon,238.05,535,6,0,462.37,1.94
2025-12-06,bank-of-jamaica,YouTube,Manchester,5068.55,11408,134,1,9844.74,1.94
2025-12-06,bank-of-jamaica,YouTube,St Ann,4079.74,9183,108,1,7924.17,1.94
2025-12-06,bank-of-jamaica,YouTube,St Mary,5163.24,11622,136,1,10028.66,1.94
2025-12-06,bank-of-jamaica,YouTube,Portland,5016.91,11292,132,1,9744.44,1.94
2025-12-06,bank-of-jamaica,YouTube,St Thomas,205.41,462,5,0,398.98,1.94
2025-12-06,bank-of-jamaica,YouTube,St James,348.92,785,9,0,677.71,1.94
2025-12-06,bank-of-jamaica,YouTube,Hanover,2236.77,5034,59,0,4344.52,1.94
2025-12-06,bank-of-jamaica,YouTube,Westmoreland,13896.35,31279,368,4,26991.16,1.94
2025-12-06,bank-of-jamaica,YouTube,Trelawny,3788.84,8528,100,1,7359.14,1.94
2025-12-06,bank-of-jamaica,YouTube,St Elizabeth,948.59,2135,25,0,1842.46,1.94
2025-12-07,bank-of-jamaica,YouTube,Kingston,10065.87,21793,242,2,13973.6,1.39
2025-12-07,bank-of-jamaica,YouTube,St Andrew,8244.04,17848,198,1,11444.5,1.39
2025-12-07,bank-of-jamaica,YouTube,St Catherine,22900.58,49581,551,5,31790.93,1.39
2025-12-07,bank-of-jamaica,YouTube,Clarendon,2587.84,5602,62,0,3592.47,1.39
2025-12-07,bank-of-jamaica,YouTube,Manchester,70.28,152,1,0,97.57,1.39
2025-12-07,bank-of-jamaica,YouTube,St Ann,4582.11,9920,110,1,6360.96,1.39
2025-12-07,bank-of-jamaica,YouTube,St Mary,877.46,1899,21,0,1218.1,1.39
2025-12-07,bank-of-jamaica,YouTube,Portland,3644.41,7890,87,0,5059.22,1.39
2025-12-07,bank-of-jamaica,YouTube,St Thomas,3061.13,6627,73,0,4249.51,1.39
2025-12-07,bank-of-jamaica,YouTube,St James,4893.74,10595,117,1,6793.56,1.39
2025-12-07,bank-of-jamaica,YouTube,Hanover,1833.17,3968,44,0,2544.83,1.39
2025-12-07,bank-of-jamaica,YouTube,Westmoreland,12.44,26,0,0,17.27,1.39
2025-12-07,bank-of-jamaica,YouTube,Trelawny,59.35,128,1,0,82.39,1.39
2025-12-07,bank-of-jamaica,YouTube,St Elizabeth,33.45,72,0,0,46.44,1.39
2025-12-08,bank-of-jamaica,YouTube,Kingston,6242.51,16405,204,3,17307.23,2.77
2025-12-08,bank-of-jamaica,YouTube,St Andrew,6060.96,15928,198,2,16803.89,2.77
2025-12-08,bank-of-jamaica,YouTube,St Catherine,2740.04,7200,89,1,7596.72,2.77
2025-12-08,bank-of-jamaica,YouTube,Clarendon,901.35,2368,29,0,2498.99,2.77
2025-12-08,bank-of-jamaica,YouTube,Manchester,2834.3,7448,92,1,7858.05,2.77
2025-12-08,bank-of-jamaica,YouTube,St Ann,5235.81,13759,171,2,14516.18,2.77
2025-12-08,bank-of-jamaica,YouTube,St Mary,4131.99,10858,135,2,11455.86,2.77
2025-12-08,bank-of-jamaica,YouTube,Portland,992.51,2608,32,0,2751.71,2.77
2025-12-08,bank-of-jamaica,YouTube,St Thomas,375.28,986,12,0,1040.46,2.77
2025-12-08,bank-of-jamaica,YouTube,St James,471.23,1238,15,0,1306.47,2.77
2025-12-08,bank-of-jamaica,YouTube,Hanover,436.04,1145,14,0,1208.91,2.77
2025-12-08,bank-of-jamaica,YouTube,Westmoreland,4763.3,12517,155,2,13206.16,2.77
2025-12-08,bank-of-jamaica,YouTube,Trelawny,1656.17,4352,54,0,4591.69,2.77
2025-12-08,bank-of-jamaica,YouTube,St Elizabeth,133.95,352,4,0,371.37,2.77
2025-12-09,bank-of-jamaica,YouTube,Kingston,9304.6,20054,217,3,19550.12,2.1
2025-12-09,bank-of-jamaica,YouTube,St Andrew,17769.82,38299,415,6,37336.61,2.1
2025-12-09,bank-of-jamaica,YouTube,St Catherine,728.84,1570,17,0,1531.38,2.1
2025-12-09,bank-of-jamaica,YouTube,Clarendon,17757.61,38273,415,6,37310.96,2.1
2025-12-09,bank-of-jamaica,YouTube,Manchester,3837.57,8271,89,1,8063.2,2.1
2025-12-09,bank-of-jamaica,YouTube,St Ann,560.98,1209,13,0,1178.68,2.1
2025-12-09,bank-of-jamaica,YouTube,St Mary,11610.9,25025,271,4,24395.95,2.1
2025-12-09,bank-of-jamaica,YouTube,Portland,6717.74,14478,157,2,14114.81,2.1
2025-12-09,bank-of-jamaica,YouTube,St Thomas,838.91,1808,19,0,1762.65,2.1
2025-12-09,bank-of-jamaica,YouTube,St James,4711.63,10155,110,1,9899.71,2.1
2025-12-09,bank-of-jamaica,YouTube,Hanover,3686.56,7945,86,1,7745.92,2.1
2025-12-09,bank-of-jamaica,YouTube,Westmoreland,3730.5,8040,87,1,7838.26,2.1
2025-12-09,bank-of-jamaica,YouTube,Trelawny,39.39,84,0,0,82.77,2.1
2025-12-09,bank-of-jamaica,YouTube,St Elizabeth,9927.35,21396,232,3,20858.61,2.1
2025-12-10,bank-of-jamaica,YouTube,Kingston,20773.57,48148,511,5,34212.16,1.65
2025-12-10,bank-of-jamaica,YouTube,St Andrew,10985.35,25461,270,3,18091.86,1.65
2025-12-10,bank-of-jamaica,YouTube,St Catherine,21464.83,49750,528,5,35350.6,1.65
2025-12-10,bank-of-jamaica,YouTube,Clarendon,12003.33,27821,295,3,19768.38,1.65
2025-12-10,bank-of-jamaica,YouTube,Manchester,2860.91,6630,70,0,4711.66,1.65
2025-12-10,bank-of-jamaica,YouTube,St Ann,16244.48,37651,399,4,26753.16,1.65
2025-12-10,bank-of-jamaica,YouTube,St Mary,2051.63,4755,50,0,3378.84,1.65
2025-12-10,bank-of-jamaica,YouTube,Portland,4128.93,9569,101,1,6799.96,1.65
2025-12-10,bank-of-jamaica,YouTube,St Thomas,3781.36,8764,93,1,6227.55,1.65
2025-12-10,bank-of-jamaica,YouTube,St James,1929.07,4471,47,0,3176.99,1.65
2025-12-10,bank-of-jamaica,YouTube,Hanover,112.92,261,2,0,185.96,1.65
2025-12-10,bank-of-jamaica,YouTube,Westmoreland,5966.92,13830,146,1,9826.96,1.65
2025-12-10,bank-of-jamaica,YouTube,Trelawny,237.8,551,5,0,391.64,1.65
2025-12-10,bank-of-jamaica,YouTube,St Elizabeth,3466.07,8033,85,0,5708.3,1.65
2025-12-11,bank-of-jamaica,YouTube,Kingston,22021.94,49160,555,7,44264.59,2.01
2025-12-11,bank-of-jamaica,YouTube,St Andrew,15246.93,34036,384,5,30646.66,2.01
2025-12-11,bank-of-jamaica,YouTube,St Catherine,2013.58,4495,50,0,4047.35,2.01
2025-12-11,bank-of-jamaica,YouTube,Clarendon,3684.58,8225,92,1,7406.08,2.01
2025-12-11,bank-of-jamaica,YouTube,Manchester,6769.22,15111,170,2,13606.29,2.01
2025-12-11,bank-of-jamaica,YouTube,St Ann,337.88,754,8,0,679.15,2.01
2025-12-11,bank-of-jamaica,YouTube,St Mary,4196.82,9368,105,1,8435.69,2.01
2025-12-11,bank-of-jamaica,YouTube,Portland,138.49,309,3,0,278.36,2.01
2025-12-11,bank-of-jamaica,YouTube,St Thomas,3570.64,7970,90,1,7177.07,2.01
2025-12-11,bank-of-jamaica,YouTube,St James,18094.52,40393,456,6,36370.39,2.01
2025-12-11,bank-of-jamaica,YouTube,Hanover,464.3,1036,11,0,933.26,2.01
2025-12-11,bank-of-jamaica,YouTube,Westmoreland,1442.98,3221,36,0,2900.42,2.01
2025-12-11,bank-of-jamaica,YouTube,Trelawny,3251.85,7259,82,1,6536.29,2.01
2025-12-11,bank-of-jamaica,YouTube,St Elizabeth,14123.25,31528,356,4,28388.04,2.01
2025-12-12,bank-of-jamaica,YouTube,Kingston,2104.7,4863,57,0,4390.4,2.09
2025-12-12,bank-of-jamaica,YouTube,St Andrew,7972.65,18422,216,2,16630.96,2.09
2025-12-12,bank-of-jamaica,YouTube,St Catherine,15024.53,34716,408,5,31341.19,2.09
2025-12-12,bank-of-jamaica,YouTube,Clarendon,15943.13,36839,433,5,33257.4,2.09
2025-12-12,bank-of-jamaica,YouTube,Manchester,4506.81,10413,122,1,9401.21,2.09
2025-12-12,bank-of-jamaica,YouTube,St Ann,15085.55,34857,410,5,31468.48,2.09
2025-12-12,bank-of-jamaica,YouTube,St Mary,2345.84,5420,63,0,4893.42,2.09
2025-12-12,bank-of-jamaica,YouTube,Portland,9329.68,21557,253,3,19461.72,2.09
2025-12-12,bank-of-jamaica,YouTube,St Thomas,338.66,782,9,0,706.44,2.09
2025-12-12,bank-of-jamaica,YouTube,St James,23317.43,53879,634,8,48640.2,2.09
2025-12-12,bank-of-jamaica,YouTube,Hanover,12.02,27,0,0,25.08,2.09
2025-12-12,bank-of-jamaica,YouTube,Westmoreland,557.38,1287,15,0,1162.7,2.09
2025-12-12,bank-of-jamaica,YouTube,Trelawny,11928.43,27562,324,4,24882.73,2.09
2025-12-12,bank-of-jamaica,YouTube,St Elizabeth,2528.35,5842,68,0,5274.14,2.09
2025-12-13,bank-of-jamaica,YouTube,Kingston,14139.86,33758,390,6,36535.08,2.58
2025-12-13,bank-of-jamaica,YouTube,St Andrew,2199.84,5252,60,0,5684.03,2.58
2025-12-13,bank-of-jamaica,YouTube,St Catherine,10602.1,25312,292,4,27394.08,2.58
2025-12-13,bank-of-jamaica,YouTube,Clarendon,10211.52,24379,281,4,26384.88,2.58
2025-12-13,bank-of-jamaica,YouTube,Manchester,762.91,1821,21,0,1971.24,2.58
2025-12-13,bank-of-jamaica,YouTube,St Ann,3528.14,8423,97,1,9116.15,2.58
2025-12-13,bank-of-jamaica,YouTube,St Mary,1051.79,2511,29,0,2717.65,2.58
2025-12-13,bank-of-jamaica,YouTube,Portland,13201.25,31517,364,5,34109.87,2.58
2025-12-13,bank-of-jamaica,YouTube,St Thomas,10.68,25,0,0,27.6,2.58
2025-12-13,bank-of-jamaica,YouTube,St James,7238.63,17282,199,3,18703.43,2.58
2025-12-13,bank-of-jamaica,YouTube,Hanover,735.04,1754,20,0,1899.22,2.58
2025-12-13,bank-of-jamaica,YouTube,Westmoreland,5061.7,12084,139,2,13078.61,2.58
2025-12-13,bank-of-jamaica,YouTube,Trelawny,1212.26,2894,33,0,3132.28,2.58
2025-12-13,bank-of-jamaica,YouTube,St Elizabeth,3495.15,8344,96,1,9030.9,2.58
2025-12-14,bank-of-jamaica,YouTube,Kingston,2837.12,5976,66,0,5175.38,1.82
2025-12-14,bank-of-jamaica,YouTube,St Andrew,4749.64,10005,110,1,8664.14,1.82
2025-12-14,bank-of-jamaica,YouTube,St Catherine,11321.57,23849,263,3,20652.45,1.82
2025-12-14,bank-of-jamaica,YouTube,Clarendon,6091.16,12831,141,1,11111.31,1.82
2025-12-14,bank-of-jamaica,YouTube,Manchester,5715.32,12039,133,1,10425.71,1.82
2025-12-14,bank-of-jamaica,YouTube,St Ann,10818.81,22790,251,3,19735.34,1.82
2025-12-14,bank-of-jamaica,YouTube,St Mary,3270.53,6889,76,0,5965.99,1.82
2025-12-14,bank-of-jamaica,YouTube,Portland,7471.39,15738,174,2,13629.07,1.82
2025-12-14,bank-of-jamaica,YouTube,St Thomas,2797.22,5892,65,0,5102.6,1.82
