date,tenant_id,channel,campaign_id,creative_id,creative_type,spend,impressions,clicks,conversions,revenue,roas
2026-01-20,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,13830.79,18936,338,22,65143.18,4.71
2026-01-20,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,14766.08,20217,361,23,69548.38,4.71
2026-01-20,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,1698.73,2325,41,2,8001.05,4.71
2026-01-20,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,21697.22,29706,530,34,102194.11,4.71
2026-01-21,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,11891.87,15502,333,19,58118.3,4.89
2026-01-21,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,17931.77,23375,502,29,87636.7,4.89
2026-01-21,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,5386.59,7021,150,8,26325.49,4.89
2026-01-21,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,5892.33,7681,165,9,28797.18,4.89
2026-01-21,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,10161.2,13246,284,16,49660.13,4.89
2026-01-22,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,16724.5,22672,461,24,72386.22,4.33
2026-01-22,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,7522.86,10198,207,11,32560.1,4.33
2026-01-22,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,12581.39,17055,347,18,54454.22,4.33
2026-01-22,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,8818.08,11954,243,12,38166.03,4.33
2026-01-22,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,10876.74,14744,300,15,47076.23,4.33
2026-01-23,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,8107.02,12515,218,15,46734.52,5.76
2026-01-23,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,9129.93,14094,245,17,52631.34,5.76
2026-01-23,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,3626.64,5598,97,7,20906.49,5.76
2026-01-23,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,19737.73,30471,531,38,113782.12,5.76
2026-01-23,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,22800.14,35198,613,44,131435.98,5.76
2026-01-24,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,4570.49,6982,146,9,29136.24,6.37
2026-01-24,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,6743.32,10301,216,14,42987.73,6.37
2026-01-24,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,9645.24,14734,310,20,61487.06,6.37
2026-01-24,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,12336.19,18845,396,26,78641.53,6.37
2026-01-24,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,3693.84,5642,118,7,23547.73,6.37
2026-01-25,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,6061.79,8466,140,7,21724.51,3.58
2026-01-25,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,3449.41,4817,80,4,12362.16,3.58
2026-01-25,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,14370.88,20072,333,17,51502.97,3.58
2026-01-25,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,3353.66,4684,77,4,12018.99,3.58
2026-01-25,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,8951.71,12503,208,10,32081.54,3.58
2026-01-26,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,8443.81,11037,194,11,32676.55,3.87
2026-01-26,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,3667.8,4794,84,4,14193.98,3.87
2026-01-26,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,7632.01,9976,176,10,29535.0,3.87
2026-01-26,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,8861.19,11583,204,11,34291.78,3.87
2026-01-26,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,5669.51,7411,130,7,21940.36,3.87
2026-01-27,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,3031.68,4750,85,4,14185.61,4.68
2026-01-27,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,20814.53,32614,589,33,97393.87,4.68
2026-01-27,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,4013.78,6289,113,6,18780.98,4.68
2026-01-27,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,13486.27,21131,382,21,63104.01,4.68
2026-01-27,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,5898.17,9241,167,9,27598.31,4.68
2026-01-28,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,13734.74,18665,295,20,61281.87,4.46
2026-01-28,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,9618.62,13071,206,14,42916.51,4.46
2026-01-28,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,17918.13,24350,385,27,79947.36,4.46
2026-01-28,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,11133.43,15130,239,16,49675.28,4.46
2026-01-28,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,7049.66,9580,151,10,31454.29,4.46
2026-01-29,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,12844.87,18910,382,18,55497.14,4.32
2026-01-29,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,3277.54,4825,97,4,14160.81,4.32
2026-01-29,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,14258.69,20992,424,20,61605.63,4.32
2026-01-29,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,3460.23,5094,103,5,14950.15,4.32
2026-01-29,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,11866.27,17469,353,17,51269.01,4.32
2026-01-30,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,1903.26,2509,54,2,7337.15,3.86
2026-01-30,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,16305.8,21502,463,21,62859.58,3.86
2026-01-30,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,19510.33,25728,554,25,75213.16,3.86
2026-01-30,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,13192.88,17397,374,17,50859.11,3.86
2026-01-30,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,1844.01,2431,52,2,7108.74,3.86
2026-01-31,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,25044.65,36118,587,33,99479.91,3.97
2026-01-31,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,6466.74,9326,151,8,25686.56,3.97
2026-01-31,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,7463.79,10763,175,10,29646.93,3.97
2026-01-31,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,4661.19,6722,109,6,18514.71,3.97
2026-01-31,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,4596.96,6629,107,6,18259.62,3.97
2026-02-01,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,20740.26,29003,628,28,85146.08,4.11
2026-02-01,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,3727.08,5212,112,5,15300.98,4.11
2026-02-01,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,6074.56,8494,184,8,24938.21,4.11
2026-02-01,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,9487.97,13268,287,13,38951.46,4.11
2026-02-01,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,7355.89,10286,222,10,30198.51,4.11
2026-02-02,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,6270.88,9697,153,8,23728.75,3.78
2026-02-02,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,9573.83,14804,235,12,36226.97,3.78
2026-02-02,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,9058.73,14008,222,11,34277.83,3.78
2026-02-02,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,10824.83,16739,265,13,40960.69,3.78
2026-02-02,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,7892.79,12205,193,10,29865.97,3.78
2026-02-03,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,16923.8,23999,377,26,79092.71,4.67
2026-02-03,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,6815.07,9664,151,10,31849.95,4.67
2026-02-03,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,4359.0,6181,97,6,20371.6,4.67
2026-02-03,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,5985.02,8487,133,9,27970.74,4.67
2026-02-03,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,5650.57,8013,125,8,26407.72,4.67
2026-02-04,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,12449.56,16002,317,20,59660.22,4.79
2026-02-04,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,13629.54,17518,347,22,65314.85,4.79
2026-02-04,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,8475.17,10893,215,13,40614.33,4.79
2026-02-04,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,8498.93,10924,216,13,40728.19,4.79
2026-02-04,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,13533.11,17394,344,22,64852.74,4.79
2026-02-05,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,1470.98,2230,36,2,6268.88,4.26
2026-02-05,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,6808.31,10323,170,9,29015.07,4.26
2026-02-05,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,1023.31,1551,25,1,4361.05,4.26
2026-02-05,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,18112.81,27465,454,26,77191.61,4.26
2026-02-05,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,19615.03,29743,492,28,83593.63,4.26
2026-02-06,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,8021.14,11791,243,14,41390.11,5.16
2026-02-06,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,3249.8,4777,98,5,16769.37,5.16
2026-02-06,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,14931.34,21950,453,26,77047.57,5.16
2026-02-06,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,22862.8,33610,693,40,117974.94,5.16
2026-02-06,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,8626.9,12682,261,15,44515.87,5.16
2026-02-07,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,1375.96,2107,37,2,7371.03,5.36
2026-02-07,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,6396.76,9798,174,11,34267.5,5.36
2026-02-07,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,7909.96,12116,215,14,42373.7,5.36
2026-02-07,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,14021.94,21478,382,25,75115.62,5.36
2026-02-07,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,15412.98,23609,420,28,82567.44,5.36
2026-02-08,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,6931.55,10713,203,11,32654.32,4.71
2026-02-08,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,10726.35,16579,314,17,50531.49,4.71
2026-02-08,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,10806.75,16703,317,17,50910.27,4.71
2026-02-08,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,11109.36,17171,325,17,52335.86,4.71
2026-02-08,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,6099.77,9428,178,9,28735.83,4.71
2026-02-09,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,11388.1,15782,274,12,37916.7,3.33
2026-02-09,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,15022.86,20819,361,16,50018.64,3.33
2026-02-09,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,9286.26,12869,223,10,30918.61,3.33
2026-02-09,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,10093.1,13987,242,11,33605.0,3.33
2026-02-09,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,5555.26,7698,133,6,18496.26,3.33
2026-02-10,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,9920.58,13053,248,11,33714.45,3.4
2026-02-10,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,3692.02,4858,92,4,12547.1,3.4
2026-02-10,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,10013.05,13175,251,11,34028.71,3.4
2026-02-10,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,4598.39,6050,115,5,15627.32,3.4
2026-02-10,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,5601.13,7370,140,6,19035.07,3.4
2026-02-11,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,10045.87,14667,302,17,50687.01,5.05
2026-02-11,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,3066.1,4476,92,5,15470.2,5.05
2026-02-11,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,14473.62,21132,435,24,73027.5,5.05
2026-02-11,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,6231.05,9097,187,10,31439.11,5.05
2026-02-11,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,7075.81,10331,212,12,35701.42,5.05
2026-02-12,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,1499.71,2362,50,3,10606.41,7.07
2026-02-12,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,19007.35,29945,637,45,134426.22,7.07
2026-02-12,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,17488.88,27552,586,41,123687.05,7.07
2026-02-12,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,10920.28,17204,366,26,77231.79,7.07
2026-02-12,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,4846.57,7635,162,11,34276.5,7.07
2026-02-13,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,2251.34,3279,71,3,10017.6,4.45
2026-02-13,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,4185.68,6098,132,6,18624.63,4.45
2026-02-13,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,9036.26,13164,285,13,40207.83,4.45
2026-02-13,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,6592.43,9604,208,9,29333.75,4.45
2026-02-13,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,18341.8,26722,580,27,81613.9,4.45
2026-02-14,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,3466.76,4893,88,4,13854.98,4.0
2026-02-14,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,11090.68,15656,284,15,44324.11,4.0
2026-02-14,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,5584.47,7883,143,7,22318.46,4.0
2026-02-14,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,2204.05,3111,56,2,8808.52,4.0
2026-02-14,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,10104.82,14264,259,13,40384.1,4.0
2026-02-15,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,10096.85,14311,303,19,57292.15,5.67
2026-02-15,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,6922.99,9812,207,13,39282.82,5.67
2026-02-15,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,8793.11,12463,263,16,49894.42,5.67
2026-02-15,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,6764.46,9588,203,13,38383.33,5.67
2026-02-15,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,3264.75,4627,98,6,18525.03,5.67
2026-02-16,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,9011.62,14071,254,18,55017.11,6.11
2026-02-16,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,14252.86,22255,401,29,87015.53,6.11
2026-02-16,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,2865.7,4474,80,5,17495.48,6.11
2026-02-16,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,8627.01,13471,243,17,52669.02,6.11
2026-02-16,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,1452.16,2267,40,3,8865.63,6.11
2026-02-17,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-01,image,5044.22,7781,162,11,34355.97,6.81
2026-02-17,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-02,carousel,9666.53,14912,311,22,65838.4,6.81
2026-02-17,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-03,video,18185.53,28055,585,42,123860.95,6.81
2026-02-17,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-04,carousel,7397.86,11412,238,17,50386.54,6.81
2026-02-17,bank-of-jamaica,Google Ads,BAN-007,CR-BAN-007-05,carousel,10338.64,15949,333,23,70416.07,6.81
2025-11-20,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,7366.81,11140,257,4,28526.57,3.87
2025-11-20,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,3655.51,5528,127,2,14155.25,3.87
2025-11-20,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,25524.29,38599,890,15,98837.89,3.87
2025-11-20,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,2332.26,3527,81,1,9031.21,3.87
2025-11-20,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-05,carousel,9319.81,14094,325,5,36089.17,3.87
2025-11-20,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-06,image,10496.24,15873,366,6,40644.67,3.87
2025-11-21,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,8418.59,12354,294,4,29203.83,3.47
2025-11-21,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,14722.75,21606,515,7,51072.74,3.47
2025-11-21,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,15202.42,22310,532,8,52736.72,3.47
2025-11-21,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,11164.46,16384,390,5,38729.15,3.47
2025-11-21,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-05,carousel,8848.64,12985,309,4,30695.66,3.47
2025-11-21,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-06,image,5290.57,7764,185,2,18352.81,3.47
2025-11-22,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,8298.22,13246,276,5,35557.78,4.28
2025-11-22,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,4138.91,6607,137,2,17735.2,4.28
2025-11-22,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,4027.93,6429,133,2,17259.61,4.28
2025-11-22,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,21901.32,34961,728,14,93846.91,4.28
2025-11-22,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-05,carousel,11466.65,18304,381,7,49134.46,4.28
2025-11-22,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-06,image,9271.01,14799,308,6,39726.18,4.28
2025-11-23,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,3396.88,4813,83,1,12450.32,3.67
2025-11-23,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,7764.4,11002,191,4,28458.26,3.67
2025-11-23,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,7015.05,9940,172,3,25711.73,3.67
2025-11-23,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,4351.39,6166,107,2,15948.8,3.67
2025-11-23,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-05,carousel,10433.69,14784,256,5,38241.81,3.67
2025-11-23,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-06,image,6017.03,8526,148,3,22053.77,3.67
2025-11-24,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,4807.42,6493,145,2,14574.77,3.03
2025-11-24,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,12731.13,17195,384,5,38597.27,3.03
2025-11-24,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,4530.77,6119,136,2,13736.05,3.03
2025-11-24,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,4013.23,5420,121,1,12167.01,3.03
2025-11-24,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-05,carousel,6667.3,9005,201,3,20213.43,3.03
2025-11-24,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-06,image,10089.46,13627,304,4,30588.47,3.03
2025-11-25,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,18079.62,24714,563,9,63782.72,3.53
2025-11-25,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,3125.46,4272,97,1,11026.24,3.53
2025-11-25,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,4716.15,6446,146,2,16637.99,3.53
2025-11-25,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,16411.82,22434,511,8,57898.93,3.53
2025-11-25,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-05,carousel,4926.0,6733,153,2,17378.33,3.53
2025-11-25,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-06,image,20847.72,28498,649,11,73548.23,3.53
2025-11-26,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,6457.55,10830,191,3,24199.98,3.75
2025-11-26,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,10664.67,17887,315,6,39966.34,3.75
2025-11-26,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,9854.66,16528,291,5,36930.82,3.75
2025-11-26,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,16690.38,27993,493,9,62547.99,3.75
2025-11-26,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-05,carousel,17408.33,29197,515,10,65238.55,3.75
2025-11-26,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-06,image,8237.47,13816,243,4,30870.32,3.75
2025-11-27,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,8909.44,12517,249,4,29280.81,3.29
2025-11-27,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,3293.07,4626,92,1,10822.65,3.29
2025-11-27,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,16245.83,22824,455,8,53391.81,3.29
2025-11-27,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,12965.04,18214,363,6,42609.51,3.29
2025-11-27,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-05,carousel,8624.15,12116,241,4,28343.21,3.29
2025-11-27,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-06,image,3312.33,4653,92,1,10885.96,3.29
2025-11-28,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,10311.01,15477,353,6,43698.53,4.24
2025-11-28,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,7890.21,11843,270,5,33439.07,4.24
2025-11-28,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,35003.98,52542,1201,22,148348.52,4.24
2025-11-28,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,3134.18,4704,107,2,13282.79,4.24
2025-11-28,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-05,carousel,7331.92,11005,251,4,31073.0,4.24
2025-11-28,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-06,image,9877.87,14827,338,6,41862.87,4.24
2025-11-29,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,6137.67,9668,215,3,25106.83,4.09
2025-11-29,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,3292.43,5186,115,2,13468.04,4.09
2025-11-29,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,9514.74,14987,334,5,38921.09,4.09
2025-11-29,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,9275.98,14611,326,5,37944.45,4.09
2025-11-29,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-05,carousel,9114.88,14357,320,5,37285.42,4.09
2025-11-29,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-06,image,11876.83,18708,417,7,48583.51,4.09
2025-11-30,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,7134.92,9792,221,4,28388.06,3.98
2025-11-30,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,3901.93,5355,120,2,15524.81,3.98
2025-11-30,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,2234.95,3067,69,1,8892.31,3.98
2025-11-30,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,10399.74,14273,322,6,41377.96,3.98
2025-11-30,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-05,carousel,3647.01,5005,113,2,14510.54,3.98
2025-11-30,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-06,image,8588.38,11787,266,5,34171.01,3.98
2025-12-01,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,5555.92,7582,135,2,15812.19,2.85
2025-12-01,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,3761.85,5134,91,1,10706.25,2.85
2025-12-01,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,10549.34,14397,257,4,30023.48,2.85
2025-12-01,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,3504.26,4782,85,1,9973.16,2.85
2025-12-01,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-05,carousel,10911.28,14891,266,4,31053.57,2.85
2025-12-01,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-06,image,2225.2,3036,54,0,6332.95,2.85
2025-12-02,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-01,carousel,7243.93,11943,266,5,37385.36,5.16
2025-12-02,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-02,image,19005.98,31336,698,15,98088.35,5.16
2025-12-02,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-03,image,3636.26,5995,133,2,18766.47,5.16
2025-12-02,bank-of-jamaica,Meta,BAN-008,CR-BAN-008-04,image,10651.14,17561,391,8,54969.69,5.16
